year,place,total_pop,male_pop,female_pop
2020,門真市,"119,764","58,772","60,992"
2020,摂津市,"87,456","43,166","44,290"
2020,高石市,"55,635","26,336","29,299"
2020,藤井寺市,"63,688","29,951","33,737"
2020,東大阪市,"493,940","240,288","253,652"
2020,泉南市,"60,102","28,718","31,384"
2020,四條畷市,"55,177","26,744","28,433"
2020,交野市,"75,033","35,805","39,228"
2020,大阪狭山市,"58,435","27,409","31,026"
2020,阪南市,"51,254","24,250","27,004"
2020,神戸市,"1,525,152","716,452","808,700"
2020,姫路市,"530,495","256,616","273,879"
2020,尼崎市,"459,593","222,293","237,300"
2020,明石市,"303,601","146,746","156,855"
2020,西宮市,"485,587","226,105","259,482"
2020,洲本市,"41,236","19,635","21,601"
2020,芦屋市,"93,922","42,008","51,914"
2020,伊丹市,"198,138","95,630","102,508"
2020,相生市,"28,355","13,592","14,763"
2020,豊岡市,"77,489","37,303","40,186"
2020,加古川市,"260,878","127,473","133,405"
2020,赤穂市,"45,892","22,095","23,797"
2020,西脇市,"38,673","18,540","20,133"
2020,宝塚市,"226,432","103,655","122,777"
2020,三木市,"75,294","36,259","39,035"
2020,高砂市,"87,722","42,379","45,343"
2020,川西市,"152,321","71,289","81,032"
2020,小野市,"47,562","23,232","24,330"
2020,三田市,"109,238","52,322","56,916"
2020,加西市,"42,700","21,077","21,623"
2020,丹波篠山市,"39,611","18,811","20,800"
2020,養父市,"22,129","10,623","11,506"
2020,丹波市,"61,471","29,464","32,007"
2020,南あわじ市,"44,137","21,114","23,023"
2020,朝来市,"28,989","13,893","15,096"
2020,淡路市,"41,967","19,872","22,095"
2020,宍粟市,"34,819","16,635","18,184"
2020,加東市,"40,645","19,956","20,689"
2020,たつの市,"74,316","35,918","38,398"
2020,奈良市,"354,630","164,846","189,784"
2020,大和高田市,"61,744","28,981","32,763"
2020,大和郡山市,"83,285","39,249","44,036"
2020,天理市,"63,889","31,275","32,614"
2020,橿原市,"120,922","57,336","63,586"
2020,桜井市,"54,857","25,909","28,948"
2020,五條市,"27,927","13,180","14,747"
2020,御所市,"24,096","11,122","12,974"
2020,生駒市,"116,675","55,107","61,568"
2020,香芝市,"78,113","36,925","41,188"
2020,葛城市,"36,832","17,526","19,306"
2020,宇陀市,"28,121","13,374","14,747"
2020,和歌山市,"356,729","167,947","188,782"
2020,海南市,"48,369","22,548","25,821"
2020,橋本市,"60,818","28,621","32,197"
2020,有田市,"26,538","12,576","13,962"
2020,御坊市,"23,481","11,404","12,077"
2020,田辺市,"69,870","32,790","37,080"
2020,新宮市,"27,171","12,610","14,561"
2020,紀の川市,"58,816","27,815","31,001"
2020,岩出市,"53,967","25,969","27,998"
2020,鳥取市,"188,465","91,356","97,109"
2020,米子市,"147,317","69,740","77,577"
2020,倉吉市,"46,485","21,840","24,645"
2020,境港市,"32,740","15,775","16,965"
2020,松江市,"203,616","98,544","105,072"
2020,浜田市,"54,592","27,298","27,294"
2020,出雲市,"172,775","83,469","89,306"
2020,益田市,"45,003","21,355","23,648"
2020,大田市,"32,846","15,742","17,104"
2020,安来市,"37,062","17,743","19,319"
2020,江津市,"22,959","10,890","12,069"
2020,雲南市,"36,007","17,316","18,691"
2020,岡山市,"724,691","348,630","376,061"
2020,倉敷市,"474,592","228,261","246,331"
2020,津山市,"99,937","48,012","51,925"
2020,玉野市,"56,531","27,437","29,094"
2020,笠岡市,"46,088","21,866","24,222"
2020,井原市,"38,384","18,353","20,031"
2020,総社市,"69,030","33,425","35,605"
2020,高梁市,"29,072","14,225","14,847"
2020,新見市,"28,079","13,411","14,668"
2020,備前市,"32,320","15,516","16,804"
2020,瀬戸内市,"36,048","17,319","18,729"
2020,赤磐市,"42,661","20,454","22,207"
2020,真庭市,"42,725","20,397","22,328"
2020,美作市,"25,939","12,452","13,487"
2020,浅口市,"32,772","15,760","17,012"
2020,広島市,"1,200,754","579,415","621,339"
2020,呉市,"214,592","103,816","110,776"
2020,竹原市,"23,993","11,434","12,559"
2020,三原市,"90,573","43,155","47,418"
2020,尾道市,"131,170","63,468","67,702"
2020,福山市,"460,930","224,246","236,684"
2020,府中市,"37,655","18,115","19,540"
2020,三次市,"50,681","24,220","26,461"
2020,庄原市,"33,633","16,014","17,619"
2020,大竹市,"26,319","12,820","13,499"
2020,東広島市,"196,608","99,690","96,918"
2020,廿日市市,"114,173","54,393","59,780"
2020,安芸高田市,"26,448","12,614","13,834"
2020,江田島市,"21,930","11,025","10,905"
2020,下関市,"255,051","118,683","136,368"
2020,宇部市,"162,570","77,793","84,777"
2020,山口市,"193,966","92,352","101,614"
2020,萩市,"44,626","20,610","24,016"
2020,防府市,"113,979","54,951","59,028"
2020,下松市,"55,887","27,405","28,482"
2020,岩国市,"129,125","60,981","68,144"
2020,光市,"49,798","23,711","26,087"
2020,長門市,"32,519","15,040","17,479"
2020,柳井市,"30,799","14,345","16,454"
2020,美祢市,"23,247","10,857","12,390"
2020,周南市,"137,540","66,686","70,854"
2020,山陽小野田市,"60,326","28,635","31,691"
2020,徳島市,"252,391","120,188","132,203"
2020,鳴門市,"54,622","25,858","28,764"
2020,小松島市,"36,149","17,461","18,688"
2020,阿南市,"69,470","33,694","35,776"
2020,吉野川市,"38,772","18,231","20,541"
2020,阿波市,"34,713","16,476","18,237"
2020,美馬市,"28,055","13,342","14,713"
2020,三好市,"23,605","11,117","12,488"
2020,高松市,"417,496","202,029","215,467"
2020,丸亀市,"109,513","53,018","56,495"
2020,坂出市,"50,624","24,145","26,479"
2020,善通寺市,"31,631","15,725","15,906"
2020,観音寺市,"57,438","27,578","29,860"
2020,さぬき市,"47,003","22,484","24,519"
2020,東かがわ市,"28,279","13,358","14,921"
2020,三豊市,"61,857","29,770","32,087"
2020,松山市,"511,192","240,292","270,900"
2020,今治市,"151,672","71,799","79,873"
2020,宇和島市,"70,809","33,213","37,596"
2020,八幡浜市,"31,987","14,971","17,016"
2020,新居浜市,"115,938","56,004","59,934"
2020,西条市,"104,791","50,615","54,176"
2020,大洲市,"40,575","19,423","21,152"
2020,伊予市,"35,133","16,385","18,748"
2020,四国中央市,"82,754","40,468","42,286"
2020,西予市,"35,388","16,635","18,753"
2020,東温市,"33,903","16,180","17,723"
2020,高知市,"326,545","152,455","174,090"
2020,室戸市,"11,742","5,648","6,094"
2020,安芸市,"16,243","7,754","8,489"
2020,南国市,"46,664","22,130","24,534"
2020,土佐市,"25,732","12,384","13,348"
2020,須崎市,"20,590","10,068","10,522"
2020,宿毛市,"19,033","8,914","10,119"
2020,土佐清水市,"12,388","5,842","6,546"
2020,四万十市,"32,694","15,455","17,239"
2020,香南市,"32,207","15,545","16,662"
2020,香美市,"26,513","12,848","13,665"
2020,北九州市,"939,029","443,269","495,760"
2020,福岡市,"1,612,392","761,148","851,244"
2020,大牟田市,"111,281","51,262","60,019"
2020,久留米市,"303,316","144,522","158,794"
2020,直方市,"56,212","26,403","29,809"
2020,飯塚市,"126,364","60,174","66,190"
2020,田川市,"46,203","21,056","25,147"
2020,柳川市,"64,475","30,437","34,038"
2020,八女市,"60,608","28,451","32,157"
2020,筑後市,"48,827","23,400","25,427"
2020,大川市,"32,988","15,427","17,561"
2020,行橋市,"71,426","34,120","37,306"
2020,豊前市,"24,391","11,378","13,013"
2020,中間市,"40,362","18,961","21,401"
2020,小郡市,"59,360","27,825","31,535"
2020,筑紫野市,"103,311","49,289","54,022"
2020,春日市,"111,023","53,099","57,924"
2020,大野城市,"102,085","48,887","53,198"
2020,宗像市,"97,095","46,143","50,952"
2020,太宰府市,"73,164","34,743","38,421"
2020,古賀市,"58,786","27,924","30,862"
2020,福津市,"67,033","31,286","35,747"
2020,うきは市,"27,981","13,145","14,836"
2020,宮若市,"26,298","12,379","13,919"
2020,嘉麻市,"35,473","16,400","19,073"
2020,朝倉市,"50,273","23,546","26,727"
2020,みやま市,"35,861","16,675","19,186"
2020,糸島市,"98,877","46,984","51,893"
2020,那珂川市,"50,112","24,194","25,918"
2020,佐賀市,"233,301","110,191","123,110"
2020,唐津市,"117,373","55,015","62,358"
2020,鳥栖市,"74,196","35,528","38,668"
2020,多久市,"18,295","8,555","9,740"
2020,伊万里市,"52,629","25,445","27,184"
2020,武雄市,"47,914","22,727","25,187"
2020,鹿島市,"27,892","13,140","14,752"
2020,小城市,"43,952","20,772","23,180"
2020,嬉野市,"25,848","11,995","13,853"
2020,神埼市,"31,022","14,884","16,138"
2020,長崎市,"409,118","188,519","220,599"
2020,佐世保市,"243,223","115,131","128,092"
2020,島原市,"43,338","20,157","23,181"
2020,諫早市,"133,852","63,544","70,308"
2020,大村市,"95,397","45,448","49,949"
2020,平戸市,"29,365","13,771","15,594"
2020,松浦市,"21,271","10,278","10,993"
2020,対馬市,"28,502","14,060","14,442"
2020,壱岐市,"24,948","11,837","13,111"
2020,五島市,"34,391","16,141","18,250"
2020,西海市,"26,275","13,120","13,155"
2020,雲仙市,"41,096","19,378","21,718"
2020,南島原市,"42,330","19,598","22,732"
2020,熊本市,"738,865","349,115","389,750"
2020,八代市,"123,067","57,298","65,769"
2020,人吉市,"31,108","14,363","16,745"
2020,荒尾市,"50,832","23,900","26,932"
2020,水俣市,"23,557","10,913","12,644"
2020,玉名市,"64,292","30,410","33,882"
2020,山鹿市,"49,025","23,000","26,025"
2020,菊池市,"46,416","22,076","24,340"
2020,宇土市,"36,122","17,272","18,850"
2020,上天草市,"24,563","11,502","13,061"
2020,宇城市,"57,032","26,991","30,041"
2020,阿蘇市,"24,930","11,763","13,167"
2020,天草市,"75,783","35,420","40,363"
2020,合志市,"61,772","29,702","32,070"
2020,大分市,"475,614","228,421","247,193"
2020,別府市,"115,321","52,398","62,923"
2020,中津市,"82,863","40,307","42,556"
2020,日田市,"62,657","29,676","32,981"
2020,佐伯市,"66,851","30,885","35,966"
2020,臼杵市,"36,158","17,093","19,065"
2020,津久見市,"16,100","7,499","8,601"
2020,竹田市,"20,332","9,506","10,826"
2020,豊後高田市,"22,112","10,498","11,614"
2020,杵築市,"27,999","13,437","14,562"
2020,宇佐市,"52,771","24,882","27,889"
2020,豊後大野市,"33,695","15,699","17,996"
2020,由布市,"32,772","15,599","17,173"
2020,国東市,"26,232","12,504","13,728"
2020,宮崎市,"401,339","189,342","211,997"
2020,都城市,"160,640","75,308","85,332"
2020,延岡市,"118,394","56,100","62,294"
2020,日南市,"50,848","23,930","26,918"
2020,小林市,"43,670","20,327","23,343"
2020,日向市,"59,629","28,372","31,257"
2020,串間市,"16,822","7,876","8,946"
2020,西都市,"28,610","13,423","15,187"
2020,えびの市,"17,638","8,339","9,299"
2020,鹿児島市,"593,128","276,130","316,998"
2020,鹿屋市,"101,096","48,390","52,706"
2020,枕崎市,"20,033","9,178","10,855"
2020,阿久根市,"19,270","9,064","10,206"
2020,出水市,"51,994","24,237","27,757"
2020,指宿市,"39,011","18,107","20,904"
2020,西之表市,"14,708","7,049","7,659"
2020,垂水市,"13,819","6,397","7,422"
2020,薩摩川内市,"92,403","44,570","47,833"
2020,日置市,"47,153","22,167","24,986"
2020,曽於市,"33,310","15,556","17,754"
2020,霧島市,"123,135","58,976","64,159"
2020,いちき串木野市,"27,490","12,742","14,748"
2020,南さつま市,"32,887","15,107","17,780"
2020,志布志市,"29,329","13,998","15,331"
2020,奄美市,"41,390","19,778","21,612"
2020,南九州市,"33,080","15,447","17,633"
2020,伊佐市,"24,453","11,327","13,126"
2020,姶良市,"76,348","35,748","40,600"
2020,那覇市,"317,625","154,042","163,583"
2020,宜野湾市,"100,125","48,826","51,299"
2020,石垣市,"47,637","24,001","23,636"
2020,浦添市,"115,690","55,977","59,713"
2020,名護市,"63,554","31,606","31,948"
2020,糸満市,"61,007","30,707","30,300"
2020,沖縄市,"142,752","69,489","73,263"
2020,豊見城市,"64,612","31,465","33,147"
2020,うるま市,"125,303","63,049","62,254"
2020,宮古島市,"52,931","26,481","26,450"
2020,南城市,"44,043","22,164","21,879"
2020,オホーツク総合振興局,100908.0,48773.0,52135.0
2020,三井郡,15521.0,7438.0,8083.0
2020,三好郡,13622.0,6515.0,7107.0
2020,三宅支庁,2596.0,1450.0,1146.0
2020,三島郡,35040.0,16582.0,18458.0
2020,三戸郡,62594.0,30120.0,32474.0
2020,三方上中郡,14003.0,6702.0,7301.0
2020,三方郡,9179.0,4610.0,4569.0
2020,三浦郡,31665.0,14914.0,16751.0
2020,三潴郡,13820.0,6545.0,7275.0
2020,三重郡,66703.0,33154.0,33549.0
2020,三養基郡,52047.0,24799.0,27248.0
2020,上伊那郡,81565.0,40121.0,41444.0
2020,上北郡,92674.0,45278.0,47396.0
2020,上川総合振興局,86376.0,41482.0,44894.0
2020,上水内郡,20250.0,9931.0,10319.0
2020,上浮穴郡,7404.0,3513.0,3891.0
2020,上益城郡,81995.0,39200.0,42795.0
2020,上閉伊郡,11004.0,5234.0,5770.0
2020,上高井郡,17277.0,8364.0,8913.0
2020,下伊那郡,57182.0,27667.0,29515.0
2020,下北郡,14097.0,7199.0,6898.0
2020,下新川郡,34920.0,16617.0,18303.0
2020,下水内郡,1660.0,800.0,860.0
2020,下益城郡,9392.0,4361.0,5031.0
2020,下都賀郡,64387.0,31843.0,32544.0
2020,下閉伊郡,28592.0,13996.0,14596.0
2020,下高井郡,19006.0,9204.0,9802.0
2020,不破郡,33012.0,16187.0,16825.0
2020,与謝郡,22020.0,10485.0,11535.0
2020,世羅郡,15125.0,7156.0,7969.0
2020,中巨摩郡,20909.0,10451.0,10458.0
2020,中新川郡,47275.0,22778.0,24497.0
2020,中津軽郡,1265.0,589.0,676.0
2020,中郡,59198.0,28696.0,30502.0
2020,中頭郡,158038.0,77636.0,80402.0
2020,中魚沼郡,8989.0,4322.0,4667.0
2020,丹生郡,20118.0,9725.0,10393.0
2020,丹羽郡,58438.0,29100.0,29338.0
2020,久世郡,15250.0,7432.0,7818.0
2020,久慈郡,15736.0,7692.0,8044.0
2020,久米郡,17583.0,8403.0,9180.0
2020,乙訓郡,15953.0,7710.0,8243.0
2020,九戸郡,32826.0,15610.0,17216.0
2020,二戸郡,11494.0,5498.0,5996.0
2020,亘理郡,45133.0,22190.0,22943.0
2020,京都郡,56509.0,28442.0,28067.0
2020,仁多郡,11849.0,5705.0,6144.0
2020,今立郡,2423.0,1196.0,1227.0
2020,仙北郡,18613.0,8701.0,9912.0
2020,仲多度郡,48314.0,23657.0,24657.0
2020,伊予郡,50110.0,23430.0,26680.0
2020,伊具郡,12262.0,6117.0,6145.0
2020,伊達郡,32268.0,15591.0,16677.0
2020,伊都郡,22793.0,10709.0,12084.0
2020,佐波郡,36054.0,17594.0,18460.0
2020,佐用郡,15863.0,7567.0,8296.0
2020,児湯郡,67481.0,32159.0,35322.0
2020,児玉郡,54741.0,27307.0,27434.0
2020,入間郡,84829.0,41977.0,42852.0
2020,八丈支庁,7211.0,3636.0,3575.0
2020,八代郡,11094.0,5083.0,6011.0
2020,八女郡,19969.0,9589.0,10380.0
2020,八重山郡,5618.0,2956.0,2662.0
2020,八頭郡,25228.0,11971.0,13257.0
2020,出水郡,9705.0,4706.0,4999.0
2020,刈田郡,12680.0,6189.0,6491.0
2020,刈羽郡,4380.0,2244.0,2136.0
2020,利根郡,31621.0,15346.0,16275.0
2020,加古郡,63872.0,31107.0,32765.0
2020,加美郡,28641.0,14013.0,14628.0
2020,加茂郡,46582.0,22700.0,23882.0
2020,加賀郡,10886.0,5275.0,5611.0
2020,勝浦郡,6217.0,2968.0,3249.0
2020,勝田郡,16466.0,7992.0,8474.0
2020,北佐久郡,41355.0,20209.0,21146.0
2020,北宇和郡,13356.0,6188.0,7168.0
2020,北安曇郡,30203.0,14781.0,15422.0
2020,北村山郡,6577.0,3213.0,3364.0
2020,北松浦郡,16200.0,7645.0,8555.0
2020,北津軽郡,34431.0,15791.0,18640.0
2020,北牟婁郡,14604.0,6758.0,7846.0
2020,北相馬郡,15340.0,7482.0,7858.0
2020,北秋田郡,2063.0,986.0,1077.0
2020,北群馬郡,36008.0,17803.0,18205.0
2020,北葛城郡,96585.0,45455.0,51130.0
2020,北葛飾郡,72111.0,36135.0,35976.0
2020,北蒲原郡,14259.0,7172.0,7087.0
2020,北設楽郡,8396.0,4064.0,4332.0
2020,北諸県郡,25591.0,11932.0,13659.0
2020,北足立郡,44841.0,22539.0,22302.0
2020,北都留郡,1214.0,616.0,598.0
2020,十勝総合振興局,166112.0,80042.0,86070.0
2020,南会津郡,24263.0,11953.0,12310.0
2020,南佐久郡,23871.0,12355.0,11516.0
2020,南埼玉郡,34147.0,17182.0,16965.0
2020,南宇和郡,19601.0,9186.0,10415.0
2020,南巨摩郡,33136.0,16197.0,16939.0
2020,南条郡,10002.0,4804.0,5198.0
2020,南松浦郡,17503.0,8234.0,9269.0
2020,南河内郡,33615.0,16271.0,17344.0
2020,南津軽郡,30564.0,14107.0,16457.0
2020,南牟婁郡,18400.0,8532.0,9868.0
2020,南秋田郡,21698.0,10149.0,11549.0
2020,南蒲原郡,11227.0,5395.0,5832.0
2020,南都留郡,48970.0,24683.0,24287.0
2020,南魚沼郡,7767.0,3946.0,3821.0
2020,印旛郡,40872.0,20024.0,20848.0
2020,双葉郡,16484.0,10380.0,6104.0
2020,可児郡,17516.0,8770.0,8746.0
2020,吉田郡,18965.0,9231.0,9734.0
2020,吉野郡,37066.0,17679.0,19387.0
2020,名東郡,2058.0,998.0,1060.0
2020,名西郡,29480.0,13935.0,15545.0
2020,吾妻郡,51619.0,25596.0,26023.0
2020,吾川郡,26201.0,12485.0,13716.0
2020,周智郡,17457.0,8699.0,8758.0
2020,和気郡,13623.0,6468.0,7155.0
2020,和賀郡,5134.0,2380.0,2754.0
2020,員弁郡,25784.0,12614.0,13170.0
2020,喜多郡,15322.0,7303.0,8019.0
2020,嘉穂郡,12878.0,6018.0,6860.0
2020,国頭郡,62257.0,31493.0,30764.0
2020,土佐郡,4119.0,1969.0,2150.0
2020,埴科郡,14004.0,6909.0,7095.0
2020,塩谷郡,39583.0,20389.0,19194.0
2020,多可郡,19261.0,9311.0,9950.0
2020,多気郡,45134.0,21522.0,23612.0
2020,多野郡,2773.0,1366.0,1407.0
2020,大島支庁,11725.0,6020.0,5705.0
2020,大島郡,77689.0,37807.0,39882.0
2020,大沼郡,23574.0,11353.0,12221.0
2020,大里郡,32374.0,16053.0,16321.0
2020,大野郡,1511.0,755.0,756.0
2020,大飯郡,18236.0,9392.0,8844.0
2020,天草郡,7114.0,3388.0,3726.0
2020,夷隅郡,15759.0,7567.0,8192.0
2020,姶良郡,9119.0,4403.0,4716.0
2020,宇陀郡,2774.0,1289.0,1485.0
2020,安八郡,42594.0,20942.0,21652.0
2020,安房郡,6993.0,3356.0,3637.0
2020,安芸郡,131888.0,63973.0,67915.0
2020,安達郡,8900.0,4427.0,4473.0
2020,宗谷総合振興局,28577.0,14232.0,14345.0
2020,宮古郡,1058.0,575.0,483.0
2020,宮城郡,66637.0,32600.0,34037.0
2020,小田郡,13414.0,6412.0,7002.0
2020,小県郡,9721.0,4750.0,4971.0
2020,小笠原支庁,2929.0,1805.0,1124.0
2020,小豆郡,26716.0,12665.0,14051.0
2020,山本郡,24727.0,11485.0,13242.0
2020,山武郡,43747.0,21444.0,22303.0
2020,山県郡,23503.0,11443.0,12060.0
2020,山辺郡,3226.0,1543.0,1683.0
2020,岩手郡,33650.0,16206.0,17444.0
2020,岩瀬郡,17512.0,8597.0,8915.0
2020,岩美郡,10799.0,5178.0,5621.0
2020,岩船郡,5497.0,2625.0,2872.0
2020,島尻郡,105230.0,52345.0,52885.0
2020,川辺郡,29680.0,13975.0,15705.0
2020,幡多郡,16133.0,7762.0,8371.0
2020,度会郡,41692.0,19729.0,21963.0
2020,後志総合振興局,87589.0,42950.0,44639.0
2020,愛甲郡,42907.0,22439.0,20468.0
2020,愛知郡,64796.0,32304.0,32492.0
2020,揖保郡,33477.0,16253.0,17224.0
2020,揖斐郡,64930.0,31569.0,33361.0
2020,日野郡,9775.0,4546.0,5229.0
2020,日高振興局,63372.0,31311.0,32061.0
2020,日高郡,48661.0,23276.0,25385.0
2020,曽於郡,12385.0,5868.0,6517.0
2020,最上郡,36490.0,17579.0,18911.0
2020,有田郡,43161.0,20344.0,22817.0
2020,朝倉郡,31490.0,14929.0,16561.0
2020,木曽郡,25476.0,12352.0,13124.0
2020,木田郡,26878.0,12943.0,13935.0
2020,本吉郡,12225.0,5980.0,6245.0
2020,本巣郡,18139.0,8652.0,9487.0
2020,東伯郡,52708.0,25032.0,27676.0
2020,東国東郡,1725.0,804.0,921.0
2020,東彼杵郡,35389.0,16739.0,18650.0
2020,東村山郡,24471.0,11854.0,12617.0
2020,東松浦郡,5609.0,3067.0,2542.0
2020,東津軽郡,20401.0,9675.0,10726.0
2020,東牟婁郡,34771.0,16213.0,18558.0
2020,東田川郡,27752.0,13330.0,14422.0
2020,東白川郡,30086.0,14811.0,15275.0
2020,東筑摩郡,21060.0,10296.0,10764.0
2020,東置賜郡,37021.0,18051.0,18970.0
2020,東臼杵郡,26194.0,12606.0,13588.0
2020,東茨城郡,65213.0,32265.0,32948.0
2020,東蒲原郡,9965.0,4825.0,5140.0
2020,東諸県郡,25332.0,11876.0,13456.0
2020,杵島郡,37910.0,17721.0,20189.0
2020,板野郡,97000.0,46730.0,50270.0
2020,柴田郡,80853.0,40265.0,40588.0
2020,根室振興局,47135.0,23436.0,23699.0
2020,桑名郡,6023.0,3032.0,2991.0
2020,榛原郡,35125.0,17468.0,17657.0
2020,檜山振興局,33609.0,15981.0,17628.0
2020,比企郡,127815.0,64040.0,63775.0
2020,気仙郡,5045.0,2470.0,2575.0
2020,河内郡,30806.0,15842.0,14964.0
2020,河北郡,63531.0,30818.0,32713.0
2020,河沼郡,21230.0,10231.0,10999.0
2020,泉北郡,16567.0,7965.0,8602.0
2020,泉南郡,66938.0,32302.0,34636.0
2020,浅口郡,10950.0,5206.0,5744.0
2020,海草郡,8256.0,3796.0,4460.0
2020,海部郡,92635.0,45606.0,47029.0
2020,渡島総合振興局,84772.0,39828.0,44944.0
2020,熊毛郡,53581.0,25620.0,27961.0
2020,牡鹿郡,6430.0,3351.0,3079.0
2020,犬上郡,20768.0,10022.0,10746.0
2020,猿島郡,32294.0,16340.0,15954.0
2020,玉名郡,38738.0,18746.0,19992.0
2020,玖珂郡,6034.0,2947.0,3087.0
2020,玖珠郡,22927.0,10976.0,11951.0
2020,球磨郡,50372.0,23623.0,26749.0
2020,甘楽郡,20678.0,10161.0,10517.0
2020,生駒郡,76040.0,35689.0,40351.0
2020,田川郡,71755.0,33167.0,38588.0
2020,田方郡,36794.0,17916.0,18878.0
2020,田村郡,26489.0,13125.0,13364.0
2020,留萌振興局,22936.0,11016.0,11920.0
2020,相楽郡,43211.0,20509.0,22702.0
2020,相馬郡,9223.0,4607.0,4616.0
2020,真庭郡,813.0,380.0,433.0
2020,知多郡,160627.0,80099.0,80528.0
2020,石川郡,37723.0,18814.0,18909.0
2020,石狩振興局,18960.0,9187.0,9773.0
2020,磯城郡,45783.0,21863.0,23920.0
2020,神埼郡,16323.0,7990.0,8333.0
2020,神崎郡,41224.0,19901.0,21323.0
2020,神石郡,8250.0,3932.0,4318.0
2020,秩父郡,37725.0,18604.0,19121.0
2020,稲敷郡,71386.0,35767.0,35619.0
2020,空知総合振興局,65614.0,31303.0,34311.0
2020,築上郡,30976.0,14793.0,16183.0
2020,糟屋郡,234070.0,114044.0,120026.0
2020,紫波郡,60203.0,28727.0,31476.0
2020,結城郡,21026.0,10991.0,10035.0
2020,綴喜郡,16317.0,8095.0,8222.0
2020,綾歌郡,41392.0,20179.0,21213.0
2020,美方郡,29382.0,13938.0,15444.0
2020,美馬郡,7715.0,3608.0,4107.0
2020,羽咋郡,30751.0,14596.0,16155.0
2020,羽島郡,48089.0,23177.0,24912.0
2020,耶麻郡,25200.0,12216.0,12984.0
2020,肝属郡,33889.0,16265.0,17624.0
2020,胆振総合振興局,50641.0,24341.0,26300.0
2020,胆沢郡,15535.0,8030.0,7505.0
2020,能美郡,6135.0,3030.0,3105.0
2020,船井郡,12907.0,6113.0,6794.0
2020,芳賀郡,60012.0,30040.0,29972.0
2020,苫田郡,12062.0,5810.0,6252.0
2020,英田郡,1398.0,651.0,747.0
2020,菊池郡,78524.0,38669.0,39855.0
2020,葦北郡,19935.0,9363.0,10572.0
2020,蒲生郡,32753.0,16747.0,16006.0
2020,薩摩郡,20243.0,9439.0,10804.0
2020,藤津郡,8121.0,3842.0,4279.0
2020,西伯郡,39890.0,18994.0,20896.0
2020,西八代郡,14700.0,7164.0,7536.0
2020,西多摩郡,55476.0,27631.0,27845.0
2020,西宇和郡,8397.0,4036.0,4361.0
2020,西彼杵郡,70119.0,33312.0,36807.0
2020,西春日井郡,15613.0,7937.0,7676.0
2020,西村山郡,36609.0,17862.0,18747.0
2020,西松浦郡,19010.0,8780.0,10230.0
2020,西津軽郡,16390.0,7542.0,8848.0
2020,西牟婁郡,39183.0,18433.0,20750.0
2020,西白河郡,49193.0,24744.0,24449.0
2020,西磐井郡,7252.0,3500.0,3752.0
2020,西置賜郡,26610.0,13144.0,13466.0
2020,西臼杵郡,18749.0,9046.0,9703.0
2020,西蒲原郡,7705.0,3733.0,3972.0
2020,西諸県郡,8639.0,4127.0,4512.0
2020,諏訪郡,40919.0,19848.0,21071.0
2020,豊田郡,7158.0,3663.0,3495.0
2020,豊能郡,27358.0,13037.0,14321.0
2020,賀茂郡,39363.0,18668.0,20695.0
2020,赤穂郡,13879.0,6717.0,7162.0
2020,越智郡,6509.0,3421.0,3088.0
2020,足柄上郡,65355.0,32242.0,33113.0
2020,足柄下郡,41441.0,19431.0,22010.0
2020,速見郡,27723.0,13230.0,14493.0
2020,遠田郡,39382.0,19136.0,20246.0
2020,遠賀郡,91389.0,42979.0,48410.0
2020,邑智郡,17766.0,8510.0,9256.0
2020,邑楽郡,103437.0,53100.0,50337.0
2020,那珂郡,37891.0,19240.0,18651.0
2020,那賀郡,7367.0,3521.0,3846.0
2020,那須郡,39171.0,19466.0,19705.0
2020,都窪郡,12368.0,5930.0,6438.0
2020,釧路総合振興局,57536.0,27453.0,30083.0
2020,長岡郡,6513.0,3062.0,3451.0
2020,長生郡,56684.0,27821.0,28863.0
2020,阿武郡,3055.0,1367.0,1688.0
2020,阿蘇郡,33773.0,16323.0,17450.0
2020,隠岐郡,19122.0,9397.0,9725.0
2020,雄勝郡,16529.0,8128.0,8401.0
2020,鞍手郡,22231.0,10480.0,11751.0
2020,額田郡,42449.0,21504.0,20945.0
2020,飯石郡,4577.0,2157.0,2420.0
2020,飽海郡,13032.0,6189.0,6843.0
2020,養老郡,26882.0,13116.0,13766.0
2020,香取郡,32779.0,16454.0,16325.0
2020,香川郡,3103.0,1646.0,1457.0
2020,駿東郡,93614.0,46667.0,46947.0
2020,高岡郡,52529.0,24774.0,27755.0
2020,高市郡,11908.0,5578.0,6330.0
2020,高座郡,48348.0,24466.0,23882.0
2020,鳳珠郡,23577.0,11170.0,12407.0
2020,鹿児島郡,1145.0,603.0,542.0
2020,鹿島郡,16540.0,7977.0,8563.0
2020,鹿角郡,4780.0,2232.0,2548.0
2020,鹿足郡,12952.0,6165.0,6787.0
2020,黒川郡,42448.0,21731.0,20717.0
