"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"日本人移動者","深谷市","","-40","-281","-39","-24","-156","-8","-16","-125","-31"
"日本人移動者","上尾市","","-15","44","-53","-15","8","11","0","36","-64"
"日本人移動者","草加市","","149","373","108","86","176","41","63","197","67"
"日本人移動者","越谷市","","62","432","160","8","223","89","54","209","71"
"日本人移動者","蕨市","","38","288","-8","6","155","18","32","133","-26"
"日本人移動者","戸田市","","183","577","214","82","256","111","101","321","103"
"日本人移動者","入間市","","-33","-219","-139","-36","-136","-83","3","-83","-56"
"日本人移動者","朝霞市","","103","270","118","38","151","32","65","119","86"
"日本人移動者","志木市","","50","61","137","28","-5","68","22","66","69"
"日本人移動者","和光市","","152","467","71","112","251","41","40","216","30"
"日本人移動者","新座市","","110","67","30","56","25","0","54","42","30"
"日本人移動者","桶川市","","10","-23","12","-4","-11","25","14","-12","-13"
"日本人移動者","久喜市","","-20","-137","-165","-19","-97","-52","-1","-40","-113"
"日本人移動者","北本市","","-23","-93","-135","-15","-42","-56","-8","-51","-79"
"日本人移動者","八潮市","","47","249","284","32","135","181","15","114","103"
"日本人移動者","富士見市","","59","315","17","22","126","57","37","189","-40"
"日本人移動者","三郷市","","11","52","111","6","7","58","5","45","53"
"日本人移動者","蓮田市","","11","-46","-47","21","-19","7","-10","-27","-54"
"日本人移動者","坂戸市","","96","-90","-77","57","-44","-43","39","-46","-34"
"日本人移動者","幸手市","","-13","-53","-80","-5","-28","-49","-8","-25","-31"
"日本人移動者","鶴ヶ島市","","20","-50","-83","8","-29","-46","12","-21","-37"
"日本人移動者","日高市","","-18","-55","-136","-10","-47","-57","-8","-8","-79"
"日本人移動者","吉川市","","39","48","26","16","-17","7","23","65","19"
"日本人移動者","ふじみ野市","","148","-7","40","92","-60","26","56","53","14"
"日本人移動者","白岡市","","-1","-54","27","-2","-26","13","1","-28","14"
"日本人移動者","北足立郡","","25","29","26","6","-4","51","19","33","-25"
"日本人移動者","入間郡","","40","-120","-180","29","-77","-84","11","-43","-96"
"日本人移動者","比企郡","","-33","-299","-323","-11","-149","-183","-22","-150","-140"
"日本人移動者","秩父郡","","-47","-160","-63","-29","-93","-30","-18","-67","-33"
"日本人移動者","児玉郡","","-21","-180","-112","-14","-99","-77","-7","-81","-35"
"日本人移動者","大里郡","","-9","-99","-51","0","-51","-30","-9","-48","-21"
"日本人移動者","南埼玉郡","","56","-65","7","48","-49","-13","8","-16","20"
"日本人移動者","北葛飾郡","","-9","-131","-100","-8","-68","-27","-1","-63","-73"
"日本人移動者","千葉県市部","","2,743","5,117","435","1,741","2,359","41","1,002","2,758","394"
"日本人移動者","千葉県郡部","","14","-537","-354","19","-273","-176","-5","-264","-178"
"日本人移動者","千葉市","","470","865","-370","264","343","-177","206","522","-193"
"日本人移動者","銚子市","","-57","-266","-104","-29","-114","-68","-28","-152","-36"
"日本人移動者","市川市","","382","2,475","675","192","1,443","282","190","1,032","393"
"日本人移動者","船橋市","","466","1,489","478","324","782","235","142","707","243"
"日本人移動者","館山市","","-71","3","20","-31","24","16","-40","-21","4"
"日本人移動者","木更津市","","11","65","118","38","55","63","-27","10","55"
"日本人移動者","松戸市","","203","1,007","342","97","438","174","106","569","168"
"日本人移動者","野田市","","124","-207","-166","80","-92","-89","44","-115","-77"
"日本人移動者","茂原市","","-66","-91","-61","-36","-19","-23","-30","-72","-38"
"日本人移動者","成田市","","234","661","-252","127","249","-158","107","412","-94"
"日本人移動者","佐倉市","","30","-212","-275","3","-108","-168","27","-104","-107"
"日本人移動者","東金市","","68","-159","-82","52","-88","-21","16","-71","-61"
"日本人移動者","旭市","","-45","-86","-20","-44","-11","16","-1","-75","-36"
"日本人移動者","習志野市","","374","237","247","302","99","119","72","138","128"
"日本人移動者","柏市","","219","356","99","125","174","-3","94","182","102"
"日本人移動者","勝浦市","","65","-333","-41","71","-260","-14","-6","-73","-27"
"日本人移動者","市原市","","91","-190","-218","119","-96","-103","-28","-94","-115"
"日本人移動者","流山市","","77","245","610","26","101","231","51","144","379"
"日本人移動者","八千代市","","-8","-62","-7","5","7","65","-13","-69","-72"
"日本人移動者","我孫子市","","39","-86","-99","30","-95","-65","9","9","-34"
"日本人移動者","鴨川市","","-4","8","-36","-12","2","-8","8","6","-28"
"日本人移動者","鎌ケ谷市","","55","91","-89","12","53","-26","43","38","-63"
"日本人移動者","君津市","","100","-137","-105","95","-73","-39","5","-64","-66"
"日本人移動者","富津市","","8","-48","-51","28","-14","-40","-20","-34","-11"
"日本人移動者","浦安市","","193","1,067","55","62","459","-28","131","608","83"
"日本人移動者","四街道市","","37","-54","78","5","-34","67","32","-20","11"
"日本人移動者","袖ケ浦市","","-43","-35","28","-37","-39","13","-6","4","15"
"日本人移動者","八街市","","-75","-216","-82","-39","-105","-57","-36","-111","-25"
"日本人移動者","印西市","","203","-436","138","105","-270","61","98","-166","77"
"日本人移動者","白井市","","-26","-91","-79","-19","-48","-43","-7","-43","-36"
"日本人移動者","富里市","","1","36","-42","-4","2","-12","5","34","-30"
"日本人移動者","南房総市","","-82","-106","-18","-52","-43","-6","-30","-63","-12"
"日本人移動者","匝瑳市","","-30","-88","-49","-10","-18","-23","-20","-70","-26"
"日本人移動者","香取市","","-59","-198","-76","-26","-99","-43","-33","-99","-33"
"日本人移動者","山武市","","-50","-161","-69","-30","-91","-30","-20","-70","-39"
"日本人移動者","いすみ市","","-60","-106","-60","-38","-65","-47","-22","-41","-13"
"日本人移動者","大網白里市","","-31","-120","-2","-14","-90","-10","-17","-30","8"
"日本人移動者","印旛郡","","114","-153","-101","85","-99","-41","29","-54","-60"
"日本人移動者","香取郡","","-56","-78","-43","-29","-39","-19","-27","-39","-24"
"日本人移動者","山武郡","","-60","-132","-72","-38","-63","-52","-22","-69","-20"
"日本人移動者","長生郡","","37","-103","-106","13","-42","-52","24","-61","-54"
"日本人移動者","夷隅郡","","-8","-40","-23","-4","-12","-10","-4","-28","-13"
"日本人移動者","安房郡","","-13","-31","-9","-8","-18","-2","-5","-13","-7"
"日本人移動者","東京都市部","","16,641","51,141","17,699","8,265","23,917","8,954","8,376","27,224","8,745"
"日本人移動者","東京都郡部","","-97","-104","-15","-31","-57","22","-66","-47","-37"
"日本人移動者","特別区部","","9,991","48,597","19,462","4,814","23,009","9,978","5,177","25,588","9,484"
"日本人移動者","八王子市","","2,090","-1,658","-737","1,167","-990","-395","923","-668","-342"
"日本人移動者","立川市","","310","564","83","122","327","-8","188","237","91"
"日本人移動者","武蔵野市","","194","644","156","81","286","68","113","358","88"
"日本人移動者","三鷹市","","333","564","20","145","286","24","188","278","-4"
"日本人移動者","青梅市","","-20","-106","-254","-15","16","-137","-5","-122","-117"
"日本人移動者","府中市","","441","500","-215","245","285","-121","196","215","-94"
"日本人移動者","昭島市","","10","80","-40","1","45","-14","9","35","-26"
"日本人移動者","調布市","","464","915","92","260","409","31","204","506","61"
"日本人移動者","町田市","","409","-275","-240","195","-140","-107","214","-135","-133"
"日本人移動者","小金井市","","176","432","-35","82","147","-34","94","285","-1"
"日本人移動者","小平市","","431","-15","9","188","8","11","243","-23","-2"
"日本人移動者","日野市","","399","61","104","240","-26","70","159","87","34"
"日本人移動者","東村山市","","139","10","-231","73","0","-145","66","10","-86"
"日本人移動者","国分寺市","","262","305","-31","133","152","0","129","153","-31"
"日本人移動者","国立市","","153","73","-17","49","76","-26","104","-3","9"
"日本人移動者","福生市","","13","65","-69","12","29","-55","1","36","-14"
"日本人移動者","狛江市","","119","363","-28","68","127","-42","51","236","14"
"日本人移動者","東大和市","","8","-25","-61","-5","-9","-38","13","-16","-23"
"日本人移動者","清瀬市","","53","8","13","10","11","34","43","-3","-21"
"日本人移動者","東久留米市","","33","-35","-136","2","-16","-37","31","-19","-99"
"日本人移動者","武蔵村山市","","14","-94","-31","8","-41","-19","6","-53","-12"
"日本人移動者","多摩市","","216","-10","-120","150","-54","-78","66","44","-42"
"日本人移動者","稲城市","","78","115","221","31","58","112","47","57","109"
"日本人移動者","羽村市","","93","-62","-85","93","-64","-46","0","2","-39"
"日本人移動者","あきる野市","","-17","-81","-30","-19","-36","-20","2","-45","-10"
"日本人移動者","西東京市","","249","206","-101","135","22","-52","114","184","-49"
"日本人移動者","西多摩郡","","9","-133","-80","32","-89","-23","-23","-44","-57"
"日本人移動者","大島支庁","","-38","-6","31","-27","3","21","-11","-9","10"
"日本人移動者","三宅支庁","","-3","9","6","1","8","4","-4","1","2"
"日本人移動者","八丈支庁","","-55","21","14","-32","17","7","-23","4","7"
"日本人移動者","小笠原支庁","","-10","5","14","-5","4","13","-5","1","1"
"日本人移動者","神奈川県市部","","5,723","11,057","844","3,475","5,335","-31","2,248","5,722","875"
"日本人移動者","神奈川県郡部","","-52","-436","-338","-36","-176","-156","-16","-260","-182"
"日本人移動者","横浜市","","1,911","5,337","217","1,091","2,356","-195","820","2,981","412"
"日本人移動者","川崎市","","1,555","6,826","2,134","842","3,603","943","713","3,223","1,191"
"日本人移動者","相模原市","","463","155","-526","196","60","-172","267","95","-354"
"日本人移動者","横須賀市","","658","-849","-408","586","-570","-222","72","-279","-186"
"日本人移動者","平塚市","","147","-88","-65","120","-44","11","27","-44","-76"
"日本人移動者","鎌倉市","","4","-83","-186","-9","-46","-127","13","-37","-59"
"日本人移動者","藤沢市","","279","125","213","198","151","65","81","-26","148"
"日本人移動者","小田原市","","23","-150","-118","-9","-90","-78","32","-60","-40"
"日本人移動者","茅ヶ崎市","","25","-189","116","9","-141","53","16","-48","63"
"日本人移動者","逗子市","","2","-51","-48","-1","-40","-34","3","-11","-14"
"日本人移動者","三浦市","","-24","-93","-117","-11","-52","-60","-13","-41","-57"
"日本人移動者","秦野市","","155","-310","-256","126","-183","-121","29","-127","-135"
"日本人移動者","厚木市","","207","60","-225","138","81","-136","69","-21","-89"
"日本人移動者","大和市","","62","416","154","34","212","105","28","204","49"
"日本人移動者","伊勢原市","","99","120","-50","76","92","-37","23","28","-13"
"日本人移動者","海老名市","","42","70","109","25","7","27","17","63","82"
"日本人移動者","座間市","","116","-100","0","50","-35","-6","66","-65","6"
"日本人移動者","南足柄市","","-18","-85","-59","-8","-26","-44","-10","-59","-15"
"日本人移動者","綾瀬市","","17","-54","-41","22","0","-3","-5","-54","-38"
"日本人移動者","三浦郡","","-4","-46","-33","-3","-29","-17","-1","-17","-16"
"日本人移動者","高座郡","","-8","-16","40","0","-9","15","-8","-7","25"
"日本人移動者","中郡","","-49","-100","-102","-33","-28","-48","-16","-72","-54"
"日本人移動者","足柄上郡","","-18","-131","-51","-12","-66","-16","-6","-65","-35"
"日本人移動者","足柄下郡","","23","-81","-96","-3","-40","-34","26","-41","-62"
"日本人移動者","愛甲郡","","4","-62","-96","15","-4","-56","-11","-58","-40"
"日本人移動者","新潟県市部","","-1,202","-3,641","-548","-568","-1,577","-314","-634","-2,064","-234"
"日本人移動者","新潟県郡部","","-142","-286","-59","-80","-142","-11","-62","-144","-48"
"日本人移動者","新潟市","","6","-773","-11","-21","-372","-46","27","-401","35"
"日本人移動者","長岡市","","-137","-343","34","-90","-142","24","-47","-201","10"
"日本人移動者","三条市","","-78","-173","11","-38","-62","35","-40","-111","-24"
"日本人移動者","柏崎市","","-83","-117","-41","-39","-59","-22","-44","-58","-19"
"日本人移動者","新発田市","","14","-180","-103","39","-87","-77","-25","-93","-26"
"日本人移動者","小千谷市","","-45","-81","-6","-18","-34","-2","-27","-47","-4"
"日本人移動者","加茂市","","7","-80","-59","13","-43","-34","-6","-37","-25"
"日本人移動者","十日町市","","-82","-218","-60","-33","-97","-40","-49","-121","-20"
"日本人移動者","見附市","","-31","-41","21","-19","-17","13","-12","-24","8"
"日本人移動者","村上市","","-64","-174","-58","-36","-84","-24","-28","-90","-34"
"日本人移動者","燕市","","-59","-130","-27","-28","-60","-6","-31","-70","-21"
"日本人移動者","糸魚川市","","-40","-95","-41","-24","-18","-18","-16","-77","-23"
"日本人移動者","妙高市","","-52","-128","-29","-24","-62","-7","-28","-66","-22"
"日本人移動者","五泉市","","-60","-105","-71","-30","-41","-22","-30","-64","-49"
"日本人移動者","上越市","","-167","-353","-21","-50","-123","-44","-117","-230","23"
"日本人移動者","阿賀野市","","-38","-110","-73","-18","-46","-26","-20","-64","-47"
"日本人移動者","佐渡市","","-106","-148","-10","-56","-77","-5","-50","-71","-5"
"日本人移動者","魚沼市","","-78","-142","-7","-47","-68","-9","-31","-74","2"
"日本人移動者","南魚沼市","","-100","-197","15","-48","-68","-1","-52","-129","16"
"日本人移動者","胎内市","","-9","-53","-12","-1","-17","-3","-8","-36","-9"
"日本人移動者","北蒲原郡","","-32","-73","9","-20","-54","9","-12","-19","0"
"日本人移動者","西蒲原郡","","-20","-26","2","-18","-12","4","-2","-14","-2"
"日本人移動者","南蒲原郡","","-12","-50","-16","-9","-29","-7","-3","-21","-9"
"日本人移動者","東蒲原郡","","-19","-37","-6","-6","-15","-7","-13","-22","1"
"日本人移動者","三島郡","","-3","-12","-7","-2","-6","-4","-1","-6","-3"
"日本人移動者","南魚沼郡","","-12","-22","-9","-9","-9","3","-3","-13","-12"
"日本人移動者","中魚沼郡","","-30","-33","-15","-11","-13","-1","-19","-20","-14"
"日本人移動者","刈羽郡","","2","-14","-6","-1","1","-3","3","-15","-3"
"日本人移動者","岩船郡","","-16","-19","-11","-4","-5","-5","-12","-14","-6"
"日本人移動者","富山県市部","","-329","-526","-140","-141","27","-13","-188","-553","-127"
"日本人移動者","富山県郡部","","-79","-168","-81","-28","-46","-38","-51","-122","-43"
"日本人移動者","富山市","","-15","-92","26","41","80","51","-56","-172","-25"
"日本人移動者","高岡市","","-25","-63","-50","-12","24","-12","-13","-87","-38"
"日本人移動者","魚津市","","-43","-39","6","-29","-7","-4","-14","-32","10"
"日本人移動者","氷見市","","-40","-92","-27","-21","-43","-14","-19","-49","-13"
"日本人移動者","滑川市","","-32","18","25","-14","40","15","-18","-22","10"
"日本人移動者","黒部市","","-20","42","-26","-15","50","-17","-5","-8","-9"
"日本人移動者","砺波市","","-35","-26","-6","-19","12","-8","-16","-38","2"
"日本人移動者","小矢部市","","-24","-37","-80","-13","-14","-38","-11","-23","-42"
"日本人移動者","南砺市","","-54","-92","-39","-32","-36","-3","-22","-56","-36"
"日本人移動者","射水市","","-41","-145","31","-27","-79","17","-14","-66","14"
"日本人移動者","中新川郡","","-52","-89","-41","-17","-34","-17","-35","-55","-24"
"日本人移動者","下新川郡","","-27","-79","-40","-11","-12","-21","-16","-67","-19"
"日本人移動者","石川県市部","","422","-1,272","-68","316","-893","-60","106","-379","-8"
"日本人移動者","石川県郡部","","-97","-317","-125","-53","-162","-65","-44","-155","-60"
"日本人移動者","金沢市","","375","-308","21","233","-281","-5","142","-27","26"
"日本人移動者","七尾市","","-57","-149","-62","-36","-69","-37","-21","-80","-25"
"日本人移動者","小松市","","-15","-58","46","10","-19","43","-25","-39","3"
"日本人移動者","輪島市","","92","-100","-39","60","-57","-24","32","-43","-15"
"日本人移動者","珠洲市","","-29","-22","-21","-17","-5","-11","-12","-17","-10"
"日本人移動者","加賀市","","-48","-109","-80","-30","-65","-31","-18","-44","-49"
"日本人移動者","羽咋市","","-14","-39","-23","-10","-20","-13","-4","-19","-10"
"日本人移動者","かほく市","","9","-74","12","-7","-25","8","16","-49","4"
"日本人移動者","白山市","","-67","-146","-11","-45","-95","-22","-22","-51","11"
"日本人移動者","能美市","","-38","-32","-24","-19","-7","-33","-19","-25","9"
"日本人移動者","野々市市","","214","-235","113","177","-250","65","37","15","48"
"日本人移動者","能美郡","","-2","-3","0","-2","-3","-1","0","0","1"
"日本人移動者","河北郡","","-45","-59","-40","-40","-40","-19","-5","-19","-21"
"日本人移動者","羽咋郡","","-39","-80","-51","-18","-30","-28","-21","-50","-23"
"日本人移動者","鹿島郡","","-16","-61","-10","-13","-18","-5","-3","-43","-5"
"日本人移動者","鳳珠郡","","5","-114","-24","20","-71","-12","-15","-43","-12"
"日本人移動者","福井県市部","","-324","-837","-71","-166","-360","-48","-158","-477","-23"
"日本人移動者","福井県郡部","","-80","-289","-144","-45","-137","-88","-35","-152","-56"
"日本人移動者","福井市","","-1","-169","122","12","-107","33","-13","-62","89"
"日本人移動者","敦賀市","","-47","-32","-48","-27","10","-27","-20","-42","-21"
"日本人移動者","小浜市","","-40","-56","13","-28","-17","4","-12","-39","9"
"日本人移動者","大野市","","-18","-103","-71","-8","-40","-39","-10","-63","-32"
"日本人移動者","勝山市","","-30","-42","-38","-16","-19","-9","-14","-23","-29"
"日本人移動者","鯖江市","","-24","-66","90","-19","-28","37","-5","-38","53"
"日本人移動者","あわら市","","-33","-54","-40","-21","-20","-17","-12","-34","-23"
"日本人移動者","越前市","","-66","-163","-85","-24","-79","-24","-42","-84","-61"
"日本人移動者","坂井市","","-65","-152","-14","-35","-60","-6","-30","-92","-8"
"日本人移動者","吉田郡","","1","-68","-71","-8","-30","-32","9","-38","-39"
"日本人移動者","今立郡","","-2","-5","-7","0","-2","-5","-2","-3","-2"
"日本人移動者","南条郡","","-11","-39","-10","-5","-21","0","-6","-18","-10"
"日本人移動者","丹生郡","","-16","-44","-26","-5","-14","-15","-11","-30","-11"
"日本人移動者","三方郡","","-16","-34","-3","-7","-17","-6","-9","-17","3"
"日本人移動者","大飯郡","","-18","-56","-7","-12","-30","-22","-6","-26","15"
"日本人移動者","三方上中郡","","-18","-43","-20","-8","-23","-8","-10","-20","-12"
"日本人移動者","山梨県市部","","103","-1,768","-277","12","-805","-72","91","-963","-205"
"日本人移動者","山梨県郡部","","-69","-168","-128","-25","3","-68","-44","-171","-60"
"日本人移動者","甲府市","","173","-329","-51","88","-183","-22","85","-146","-29"
"日本人移動者","富士吉田市","","-28","-143","-21","-5","-76","1","-23","-67","-22"
"日本人移動者","都留市","","227","-354","-21","93","-115","2","134","-239","-23"
"日本人移動者","山梨市","","-46","-87","-43","-29","-42","-18","-17","-45","-25"
"日本人移動者","大月市","","23","-134","-87","11","-68","-53","12","-66","-34"
"日本人移動者","韮崎市","","-39","-66","-48","-18","-31","-17","-21","-35","-31"
"日本人移動者","南アルプス市","","-56","-107","-42","-22","-59","-18","-34","-48","-24"
"日本人移動者","北杜市","","-38","-130","-26","-22","-47","-12","-16","-83","-14"
"日本人移動者","甲斐市","","5","-32","165","-21","22","87","26","-54","78"
"日本人移動者","笛吹市","","-68","-93","-16","-29","-55","-11","-39","-38","-5"
"日本人移動者","上野原市","","-5","-166","-34","0","-92","-1","-5","-74","-33"
"日本人移動者","甲州市","","-37","-105","-18","-26","-45","-7","-11","-60","-11"
"日本人移動者","中央市","","-8","-22","-35","-8","-14","-3","0","-8","-32"
"日本人移動者","西八代郡","","-14","-40","-26","-7","-19","-7","-7","-21","-19"
"日本人移動者","南巨摩郡","","-51","-114","-73","-25","-33","-40","-26","-81","-33"
"日本人移動者","中巨摩郡","","-17","22","6","-15","22","-12","-2","0","18"
"日本人移動者","南都留郡","","16","-44","-34","24","31","-10","-8","-75","-24"
"日本人移動者","北都留郡","","-3","8","-1","-2","2","1","-1","6","-2"
"日本人移動者","長野県市部","","-1,236","-1,730","60","-670","-573","-27","-566","-1,157","87"
"日本人移動者","長野県郡部","","-522","-1,027","-304","-272","-421","-141","-250","-606","-163"
"日本人移動者","長野市","","-201","-318","-38","-94","-148","7","-107","-170","-45"
"日本人移動者","松本市","","-17","-128","-1","7","-48","-30","-24","-80","29"
"日本人移動者","上田市","","-96","-144","6","-52","-26","-9","-44","-118","15"
"日本人移動者","岡谷市","","-65","-63","-3","-30","-30","-19","-35","-33","16"
"日本人移動者","飯田市","","-105","-86","32","-83","15","20","-22","-101","12"
"日本人移動者","諏訪市","","-22","6","5","-5","35","-6","-17","-29","11"
"日本人移動者","須坂市","","-52","-54","40","-16","-24","19","-36","-30","21"
"日本人移動者","小諸市","","-49","-77","-47","-19","-49","-20","-30","-28","-27"
"日本人移動者","伊那市","","-65","-148","8","-44","-83","11","-21","-65","-3"
"日本人移動者","駒ヶ根市","","-48","-25","-5","-25","18","-21","-23","-43","16"
"日本人移動者","中野市","","-61","-74","-45","-41","-13","-19","-20","-61","-26"
"日本人移動者","大町市","","-42","-72","-21","-30","-31","-13","-12","-41","-8"
"日本人移動者","飯山市","","-40","-82","-46","-23","-41","-29","-17","-41","-17"
"日本人移動者","茅野市","","-11","-21","22","10","20","12","-21","-41","10"
"日本人移動者","塩尻市","","-49","6","60","-40","46","22","-9","-40","38"
"日本人移動者","佐久市","","-112","-135","61","-75","-66","43","-37","-69","18"
"日本人移動者","千曲市","","-54","-136","-1","-32","-61","-6","-22","-75","5"
"日本人移動者","東御市","","-27","-47","15","-16","-7","-7","-11","-40","22"
"日本人移動者","安曇野市","","-120","-132","18","-62","-80","18","-58","-52","0"
"日本人移動者","南佐久郡","","-36","-107","-69","-17","-46","-24","-19","-61","-45"
"日本人移動者","北佐久郡","","-26","-10","-47","-21","-23","-21","-5","13","-26"
"日本人移動者","小県郡","","-18","-26","-18","-7","-14","-13","-11","-12","-5"
"日本人移動者","諏訪郡","","-19","-104","-40","1","-35","-13","-20","-69","-27"
"日本人移動者","上伊那郡","","-87","-145","4","-41","-48","0","-46","-97","4"
"日本人移動者","下伊那郡","","-102","-135","-30","-73","-52","-20","-29","-83","-10"
"日本人移動者","木曽郡","","-46","-94","-10","-17","-40","-10","-29","-54","0"
"日本人移動者","東筑摩郡","","-17","-71","-8","-2","-18","-2","-15","-53","-6"
"日本人移動者","北安曇郡","","-58","-63","-17","-28","-25","-3","-30","-38","-14"
"日本人移動者","埴科郡","","-17","-44","-6","-13","-10","-7","-4","-34","1"
"日本人移動者","上高井郡","","-31","-59","-26","-19","-35","-22","-12","-24","-4"
"日本人移動者","下高井郡","","-28","-95","-7","-13","-48","3","-15","-47","-10"
"日本人移動者","上水内郡","","-32","-68","-30","-18","-26","-8","-14","-42","-22"
"日本人移動者","下水内郡","","-5","-6","0","-4","-1","-1","-1","-5","1"
"日本人移動者","岐阜県市部","","-835","-2,110","-1,109","-541","-1,092","-406","-294","-1,018","-703"
"日本人移動者","岐阜県郡部","","-191","-493","-367","-93","-224","-196","-98","-269","-171"
"日本人移動者","岐阜市","","-20","-266","-252","-63","-130","-69","43","-136","-183"
"日本人移動者","大垣市","","73","-122","-140","48","-58","-69","25","-64","-71"
"日本人移動者","高山市","","-110","-192","15","-65","-100","-4","-45","-92","19"
"日本人移動者","多治見市","","-87","-173","-103","-61","-91","-20","-26","-82","-83"
"日本人移動者","関市","","-35","-171","-174","-16","-102","-42","-19","-69","-132"
"日本人移動者","中津川市","","-65","-138","-67","-49","-84","-17","-16","-54","-50"
"日本人移動者","美濃市","","-18","-50","-39","-7","-26","-15","-11","-24","-24"
"日本人移動者","瑞浪市","","-178","-36","-51","-120","-16","-19","-58","-20","-32"
"日本人移動者","羽島市","","-35","-50","-69","-28","-25","-24","-7","-25","-45"
"日本人移動者","恵那市","","-59","-101","-68","-37","-34","-30","-22","-67","-38"
"日本人移動者","美濃加茂市","","3","-52","-40","6","-23","-26","-3","-29","-14"
"日本人移動者","土岐市","","-38","-82","-28","-27","-46","0","-11","-36","-28"
"日本人移動者","各務原市","","-47","0","61","-17","38","3","-30","-38","58"
"日本人移動者","可児市","","-28","-57","-23","-13","-27","3","-15","-30","-26"
"日本人移動者","山県市","","-27","-83","-66","-16","-49","-45","-11","-34","-21"
"日本人移動者","瑞穂市","","15","7","99","19","-14","33","-4","21","66"
"日本人移動者","飛騨市","","-56","-94","-15","-31","-39","-4","-25","-55","-11"
"日本人移動者","本巣市","","32","-80","-46","23","-76","-21","9","-4","-25"
"日本人移動者","郡上市","","-60","-167","-30","-30","-80","-5","-30","-87","-25"
"日本人移動者","下呂市","","-64","-110","-2","-40","-46","2","-24","-64","-4"
"日本人移動者","海津市","","-31","-93","-71","-17","-64","-37","-14","-29","-34"
"日本人移動者","羽島郡","","17","88","66","9","39","36","8","49","30"
"日本人移動者","養老郡","","-29","-110","-62","-8","-51","-28","-21","-59","-34"
"日本人移動者","不破郡","","-30","-85","-58","-17","-31","-26","-13","-54","-32"
"日本人移動者","安八郡","","-20","-66","-19","-12","-32","9","-8","-34","-28"
"日本人移動者","揖斐郡","","-71","-141","-170","-33","-54","-112","-38","-87","-58"
"日本人移動者","本巣郡","","8","-19","-7","-1","-21","-4","9","2","-3"
"日本人移動者","加茂郡","","-59","-117","-92","-28","-55","-47","-31","-62","-45"
