"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"日本人移動者","可児郡","","-2","-37","-25","1","-19","-22","-3","-18","-3"
"日本人移動者","大野郡","","-5","-6","0","-4","0","-2","-1","-6","2"
"日本人移動者","静岡県市部","","-1,799","-2,517","-641","-918","-601","-348","-881","-1,916","-293"
"日本人移動者","静岡県郡部","","-117","-310","37","-35","-129","37","-82","-181","0"
"日本人移動者","静岡市","","-84","-373","10","-46","-187","-28","-38","-186","38"
"日本人移動者","浜松市","","-327","-275","-123","-203","5","-20","-124","-280","-103"
"日本人移動者","沼津市","","-124","-235","-126","-52","-35","-93","-72","-200","-33"
"日本人移動者","熱海市","","32","-53","-34","23","-29","-7","9","-24","-27"
"日本人移動者","三島市","","-37","-202","45","-11","-79","31","-26","-123","14"
"日本人移動者","富士宮市","","-141","-114","-30","-88","-30","-9","-53","-84","-21"
"日本人移動者","伊東市","","-123","-127","-19","-89","-68","3","-34","-59","-22"
"日本人移動者","島田市","","-56","-137","-7","-22","-59","1","-34","-78","-8"
"日本人移動者","富士市","","-178","-309","-45","-98","-95","-20","-80","-214","-25"
"日本人移動者","磐田市","","-96","22","-93","-55","97","-59","-41","-75","-34"
"日本人移動者","焼津市","","-125","-167","-99","-81","-52","-57","-44","-115","-42"
"日本人移動者","掛川市","","-64","-57","33","-30","0","10","-34","-57","23"
"日本人移動者","藤枝市","","-141","-137","-40","-73","-101","-20","-68","-36","-20"
"日本人移動者","御殿場市","","38","-45","64","81","1","26","-43","-46","38"
"日本人移動者","袋井市","","-61","24","73","-42","42","29","-19","-18","44"
"日本人移動者","下田市","","-50","-41","-19","-20","-5","-8","-30","-36","-11"
"日本人移動者","裾野市","","-26","-32","26","1","-15","-2","-27","-17","28"
"日本人移動者","湖西市","","-67","3","-51","-21","20","-34","-46","-17","-17"
"日本人移動者","伊豆市","","-25","-95","-75","-25","-39","-31","0","-56","-44"
"日本人移動者","御前崎市","","-13","-33","-42","0","2","-26","-13","-35","-16"
"日本人移動者","菊川市","","-28","-32","37","-10","9","18","-18","-41","19"
"日本人移動者","伊豆の国市","","-54","-77","-34","-28","-29","-9","-26","-48","-25"
"日本人移動者","牧之原市","","-49","-25","-92","-29","46","-43","-20","-71","-49"
"日本人移動者","賀茂郡","","-85","-89","-43","-44","-38","-17","-41","-51","-26"
"日本人移動者","田方郡","","-10","-91","-1","-5","-37","9","-5","-54","-10"
"日本人移動者","駿東郡","","19","-49","162","42","-43","85","-23","-6","77"
"日本人移動者","榛原郡","","-17","-52","-25","-17","-3","-10","0","-49","-15"
"日本人移動者","周智郡","","-24","-29","-56","-11","-8","-30","-13","-21","-26"
"日本人移動者","愛知県市部","","2,352","5,423","861","2,001","3,731","175","351","1,692","686"
"日本人移動者","愛知県郡部","","57","-23","125","95","40","89","-38","-63","36"
"日本人移動者","名古屋市","","821","4,911","917","377","2,689","488","444","2,222","429"
"日本人移動者","豊橋市","","-80","-193","-243","-30","-41","-163","-50","-152","-80"
"日本人移動者","岡崎市","","-70","287","241","-37","269","157","-33","18","84"
"日本人移動者","一宮市","","-141","-167","-83","-118","-88","12","-23","-79","-95"
"日本人移動者","瀬戸市","","-34","-168","-80","-27","-94","-37","-7","-74","-43"
"日本人移動者","半田市","","1","44","-60","8","31","14","-7","13","-74"
"日本人移動者","春日井市","","100","-80","182","51","-29","92","49","-51","90"
"日本人移動者","豊川市","","19","-30","46","27","-22","9","-8","-8","37"
"日本人移動者","津島市","","-12","-81","-54","10","-53","-23","-22","-28","-31"
"日本人移動者","碧南市","","9","14","-23","21","-1","-16","-12","15","-7"
"日本人移動者","刈谷市","","218","416","103","179","279","-29","39","137","132"
"日本人移動者","豊田市","","1,048","410","-547","1,008","460","-438","40","-50","-109"
"日本人移動者","安城市","","109","-10","61","128","60","21","-19","-70","40"
"日本人移動者","西尾市","","6","-136","-123","17","-31","-86","-11","-105","-37"
"日本人移動者","蒲郡市","","-16","-79","-83","-17","-41","-36","1","-38","-47"
"日本人移動者","犬山市","","-22","9","-29","-9","10","-13","-13","-1","-16"
"日本人移動者","常滑市","","10","150","-30","2","61","-21","8","89","-9"
"日本人移動者","江南市","","-28","-122","41","-19","-48","24","-9","-74","17"
"日本人移動者","小牧市","","49","25","-159","41","64","-62","8","-39","-97"
"日本人移動者","稲沢市","","12","-30","-39","8","23","-28","4","-53","-11"
"日本人移動者","新城市","","-67","-102","-61","-33","-56","-16","-34","-46","-45"
"日本人移動者","東海市","","336","137","-3","297","57","-66","39","80","63"
"日本人移動者","大府市","","74","122","268","63","110","122","11","12","146"
"日本人移動者","知多市","","-37","-16","-65","-12","-8","-57","-25","-8","-8"
"日本人移動者","知立市","","-35","143","71","-25","125","39","-10","18","32"
"日本人移動者","尾張旭市","","2","-80","-15","2","-46","-30","0","-34","15"
"日本人移動者","高浜市","","33","30","14","32","19","-5","1","11","19"
"日本人移動者","岩倉市","","1","-1","153","-5","12","69","6","-13","84"
"日本人移動者","豊明市","","-27","-15","-33","-1","-5","4","-26","-10","-37"
"日本人移動者","日進市","","18","10","218","7","2","125","11","8","93"
"日本人移動者","田原市","","37","-163","-112","61","-104","-73","-24","-59","-39"
"日本人移動者","愛西市","","-30","-107","-85","-16","-53","-34","-14","-54","-51"
"日本人移動者","清須市","","25","60","132","17","33","73","8","27","59"
"日本人移動者","北名古屋市","","1","191","149","-7","91","59","8","100","90"
"日本人移動者","弥富市","","-26","23","-40","-7","6","-20","-19","17","-20"
"日本人移動者","みよし市","","-9","19","86","-16","44","26","7","-25","60"
"日本人移動者","あま市","","-37","-44","1","-24","-16","4","-13","-28","-3"
"日本人移動者","愛知郡","","-2","11","61","-1","-7","25","-1","18","36"
"日本人移動者","西春日井郡","","9","48","13","6","26","4","3","22","9"
"日本人移動者","丹羽郡","","-4","30","29","21","37","13","-25","-7","16"
"日本人移動者","海部郡","","14","52","70","9","34","32","5","18","38"
"日本人移動者","知多郡","","25","-179","-101","22","-77","-33","3","-102","-68"
"日本人移動者","額田郡","","38","48","76","50","42","63","-12","6","13"
"日本人移動者","北設楽郡","","-23","-33","-23","-12","-15","-15","-11","-18","-8"
"日本人移動者","三重県市部","","-707","-1,237","-617","-488","-390","-313","-219","-847","-304"
"日本人移動者","三重県郡部","","-197","-411","8","-105","-169","-23","-92","-242","31"
"日本人移動者","津市","","-65","-170","-76","-46","-46","-80","-19","-124","4"
"日本人移動者","四日市市","","-87","185","57","-34","200","53","-53","-15","4"
"日本人移動者","伊勢市","","-84","-202","-32","-61","-116","-8","-23","-86","-24"
"日本人移動者","松阪市","","-86","-148","-69","-87","-24","-21","1","-124","-48"
"日本人移動者","桑名市","","-8","-195","-35","-36","-77","-20","28","-118","-15"
"日本人移動者","鈴鹿市","","-73","-106","-63","-52","-36","-34","-21","-70","-29"
"日本人移動者","名張市","","-51","-190","-46","-36","-102","-31","-15","-88","-15"
"日本人移動者","尾鷲市","","-19","-20","-14","-12","-6","-5","-7","-14","-9"
"日本人移動者","亀山市","","-12","-25","-19","-14","-14","-9","2","-11","-10"
"日本人移動者","鳥羽市","","-30","-43","-33","-7","-29","-18","-23","-14","-15"
"日本人移動者","熊野市","","-50","-38","-3","-39","-11","-5","-11","-27","2"
"日本人移動者","いなべ市","","43","-53","-121","39","-20","-66","4","-33","-55"
"日本人移動者","志摩市","","-81","-140","-49","-52","-58","-22","-29","-82","-27"
"日本人移動者","伊賀市","","-104","-92","-114","-51","-51","-47","-53","-41","-67"
"日本人移動者","桑名郡","","1","-19","-13","0","-7","-9","1","-12","-4"
"日本人移動者","員弁郡","","-2","-64","7","-4","-40","11","2","-24","-4"
"日本人移動者","三重郡","","16","30","78","5","21","27","11","9","51"
"日本人移動者","多気郡","","-65","-60","38","-37","-21","10","-28","-39","28"
"日本人移動者","度会郡","","-69","-141","-89","-35","-55","-48","-34","-86","-41"
"日本人移動者","北牟婁郡","","-31","-66","-18","-12","-31","-12","-19","-35","-6"
"日本人移動者","南牟婁郡","","-47","-91","5","-22","-36","-2","-25","-55","7"
"日本人移動者","滋賀県市部","","151","-1,171","-119","144","-661","-84","7","-510","-35"
"日本人移動者","滋賀県郡部","","22","-129","-134","28","-50","-60","-6","-79","-74"
"日本人移動者","大津市","","8","-332","-150","-8","-214","-81","16","-118","-69"
"日本人移動者","彦根市","","46","-22","-37","15","27","-32","31","-49","-5"
"日本人移動者","長浜市","","-48","-164","-135","-21","-68","-82","-27","-96","-53"
"日本人移動者","近江八幡市","","17","-66","-18","7","-35","25","10","-31","-43"
"日本人移動者","草津市","","209","-52","170","148","-81","50","61","29","120"
"日本人移動者","守山市","","-4","-42","140","-1","-37","67","-3","-5","73"
"日本人移動者","栗東市","","1","40","238","0","-10","115","1","50","123"
"日本人移動者","甲賀市","","-29","-172","-64","-15","-105","-18","-14","-67","-46"
"日本人移動者","野洲市","","-27","-6","-31","-22","28","-34","-5","-34","3"
"日本人移動者","湖南市","","54","-48","-53","66","-26","-26","-12","-22","-27"
"日本人移動者","高島市","","-31","-125","-82","-8","-54","-30","-23","-71","-52"
"日本人移動者","東近江市","","-41","-123","-73","-6","-55","-28","-35","-68","-45"
"日本人移動者","米原市","","-4","-59","-24","-11","-31","-10","7","-28","-14"
"日本人移動者","蒲生郡","","34","-109","-90","39","-54","-53","-5","-55","-37"
"日本人移動者","愛知郡","","3","34","-35","-3","36","-18","6","-2","-17"
"日本人移動者","犬上郡","","-15","-54","-9","-8","-32","11","-7","-22","-20"
"日本人移動者","京都府市部","","2,196","-334","-1,491","1,269","-714","-734","927","380","-757"
"日本人移動者","京都府郡部","","-138","-400","-115","-74","-180","-56","-64","-220","-59"
"日本人移動者","京都市","","2,030","1,314","-987","1,105","272","-428","925","1,042","-559"
"日本人移動者","福知山市","","-20","-64","25","6","-11","10","-26","-53","15"
"日本人移動者","舞鶴市","","113","-397","-30","151","-288","-19","-38","-109","-11"
"日本人移動者","綾部市","","-47","-87","-32","-28","-35","-14","-19","-52","-18"
"日本人移動者","宇治市","","47","-153","-285","42","-98","-158","5","-55","-127"
"日本人移動者","宮津市","","-43","-47","-21","-22","-28","-3","-21","-19","-18"
"日本人移動者","亀岡市","","-22","-225","-106","-8","-122","-66","-14","-103","-40"
"日本人移動者","城陽市","","4","-133","-96","0","-86","-31","4","-47","-65"
"日本人移動者","向日市","","32","-28","123","9","-31","57","23","3","66"
"日本人移動者","長岡京市","","33","15","-23","19","20","-34","14","-5","11"
"日本人移動者","八幡市","","-16","-41","-80","-8","-16","-40","-8","-25","-40"
"日本人移動者","京田辺市","","97","-115","9","40","-61","-16","57","-54","25"
"日本人移動者","京丹後市","","-83","-212","-54","-53","-106","-35","-30","-106","-19"
"日本人移動者","南丹市","","53","-84","-49","15","-58","-17","38","-26","-32"
"日本人移動者","木津川市","","18","-77","115","1","-66","60","17","-11","55"
"日本人移動者","乙訓郡","","5","-6","61","3","1","22","2","-7","39"
"日本人移動者","久世郡","","-15","-33","-14","-12","-12","-13","-3","-21","-1"
"日本人移動者","綴喜郡","","-23","-70","-49","-11","-32","-27","-12","-38","-22"
"日本人移動者","相楽郡","","-42","-100","-83","-17","-68","-28","-25","-32","-55"
"日本人移動者","船井郡","","-23","-69","-43","-8","-29","-17","-15","-40","-26"
"日本人移動者","与謝郡","","-40","-122","13","-29","-40","7","-11","-82","6"
"日本人移動者","大阪府市部","","2,955","7,143","783","1,360","2,246","251","1,595","4,897","532"
"日本人移動者","大阪府郡部","","-29","-427","-339","5","-231","-188","-34","-196","-151"
"日本人移動者","大阪市","","1,817","9,350","3,029","837","4,195","1,531","980","5,155","1,498"
"日本人移動者","堺市","","40","36","-99","26","-135","-70","14","171","-29"
"日本人移動者","岸和田市","","-64","-133","-247","-55","-90","-101","-9","-43","-146"
"日本人移動者","豊中市","","37","29","288","-30","-95","69","67","124","219"
"日本人移動者","池田市","","132","59","-7","76","38","-21","56","21","14"
"日本人移動者","吹田市","","183","441","292","97","155","44","86","286","248"
"日本人移動者","泉大津市","","7","17","-52","-5","-14","-38","12","31","-14"
"日本人移動者","高槻市","","15","17","-167","-7","-78","-46","22","95","-121"
"日本人移動者","貝塚市","","-28","-151","-59","-13","-76","-34","-15","-75","-25"
"日本人移動者","守口市","","4","58","62","-5","10","62","9","48","0"
"日本人移動者","枚方市","","69","-439","-220","8","-294","-64","61","-145","-156"
"日本人移動者","茨木市","","189","159","343","93","18","150","96","141","193"
"日本人移動者","八尾市","","97","-187","-123","59","-129","-93","38","-58","-30"
"日本人移動者","泉佐野市","","88","55","-112","51","2","-15","37","53","-97"
"日本人移動者","富田林市","","4","-293","-242","-27","-143","-111","31","-150","-131"
"日本人移動者","寝屋川市","","15","-194","-311","21","-93","-176","-6","-101","-135"
"日本人移動者","河内長野市","","-41","-259","-237","-28","-150","-108","-13","-109","-129"
"日本人移動者","松原市","","68","-116","-71","33","-76","-33","35","-40","-38"
"日本人移動者","大東市","","36","-106","-60","39","-57","-51","-3","-49","-9"
"日本人移動者","和泉市","","19","-314","-137","40","-201","-76","-21","-113","-61"
"日本人移動者","箕面市","","108","-122","-66","61","-85","-105","47","-37","39"
"日本人移動者","柏原市","","13","-156","-140","-1","-81","-69","14","-75","-71"
"日本人移動者","羽曳野市","","-25","-117","-172","-16","-39","-73","-9","-78","-99"
"日本人移動者","門真市","","21","-50","-43","4","-33","-11","17","-17","-32"
"日本人移動者","摂津市","","32","120","48","22","50","17","10","70","31"
"日本人移動者","高石市","","14","-45","32","16","-34","-5","-2","-11","37"
"日本人移動者","藤井寺市","","-1","-51","-89","-14","-24","-31","13","-27","-58"
"日本人移動者","東大阪市","","170","45","-416","94","9","-153","76","36","-263"
"日本人移動者","泉南市","","-48","-105","-61","-30","-51","-25","-18","-54","-36"
"日本人移動者","四條畷市","","-20","-33","-48","-4","-27","-38","-16","-6","-10"
"日本人移動者","交野市","","-41","-139","-61","-25","-77","-48","-16","-62","-13"
"日本人移動者","大阪狭山市","","81","-123","42","62","-95","34","19","-28","8"
"日本人移動者","阪南市","","-36","-110","-113","-19","-54","-61","-17","-56","-52"
"日本人移動者","三島郡","","-14","-25","-6","-14","-6","-9","0","-19","3"
"日本人移動者","豊能郡","","-40","-151","-116","-14","-78","-57","-26","-73","-59"
"日本人移動者","泉北郡","","-20","13","-34","-7","6","-17","-13","7","-17"
"日本人移動者","泉南郡","","40","-162","-109","36","-96","-57","4","-66","-52"
"日本人移動者","南河内郡","","5","-102","-74","4","-57","-48","1","-45","-26"
"日本人移動者","兵庫県市部","","144","-2,937","-1,675","2","-2,232","-952","142","-705","-723"
"日本人移動者","兵庫県郡部","","-217","-759","-372","-127","-366","-224","-90","-393","-148"
"日本人移動者","神戸市","","349","152","-860","146","-505","-338","203","657","-522"
"日本人移動者","姫路市","","-208","-411","-130","-187","-140","-56","-21","-271","-74"
"日本人移動者","尼崎市","","242","507","411","152","229","166","90","278","245"
"日本人移動者","明石市","","-85","-22","253","-50","-1","100","-35","-21","153"
"日本人移動者","西宮市","","168","45","130","56","-166","17","112","211","113"
"日本人移動者","洲本市","","-12","-120","-14","-11","-40","6","-1","-80","-20"
"日本人移動者","芦屋市","","36","-64","-29","28","-39","-60","8","-25","31"
"日本人移動者","伊丹市","","100","31","-26","89","-9","-3","11","40","-23"
"日本人移動者","相生市","","0","-61","-17","-7","-35","-6","7","-26","-11"
"日本人移動者","豊岡市","","-105","-280","14","-69","-141","3","-36","-139","11"
"日本人移動者","加古川市","","90","-269","-37","94","-187","-42","-4","-82","5"
"日本人移動者","赤穂市","","-3","-84","-84","5","-22","-51","-8","-62","-33"
"日本人移動者","西脇市","","-39","-106","-28","-27","-59","-16","-12","-47","-12"
"日本人移動者","宝塚市","","21","-258","-90","11","-220","-54","10","-38","-36"
"日本人移動者","三木市","","-15","-155","-66","-29","-56","-52","14","-99","-14"
"日本人移動者","高砂市","","30","-92","-169","52","-19","-95","-22","-73","-74"
"日本人移動者","川西市","","-24","-179","-43","-20","-139","6","-4","-40","-49"
"日本人移動者","小野市","","-55","-68","-34","-29","-37","-23","-26","-31","-11"
"日本人移動者","三田市","","-30","-343","-289","3","-156","-160","-33","-187","-129"
"日本人移動者","加西市","","-35","-98","-36","-25","-47","-4","-10","-51","-32"
"日本人移動者","篠山市","","-32","-120","-70","-17","-71","-30","-15","-49","-40"
"日本人移動者","養父市","","-18","-99","-29","-16","-36","-16","-2","-63","-13"
"日本人移動者","丹波市","","-83","-182","-80","-51","-81","-53","-32","-101","-27"
"日本人移動者","南あわじ市","","-24","-155","-60","-2","-69","-43","-22","-86","-17"
"日本人移動者","朝来市","","-28","-73","-10","-9","-23","-6","-19","-50","-4"
"日本人移動者","淡路市","","-20","-97","-82","-13","-51","-43","-7","-46","-39"
"日本人移動者","宍粟市","","-62","-137","-77","-43","-41","-45","-19","-96","-32"
"日本人移動者","加東市","","31","-31","-6","-2","12","-13","33","-43","7"
"日本人移動者","たつの市","","-45","-168","-117","-27","-83","-41","-18","-85","-76"
"日本人移動者","川辺郡","","-15","-111","-45","-9","-60","-24","-6","-51","-21"
"日本人移動者","多可郡","","-34","-81","-54","-23","-39","-19","-11","-42","-35"
"日本人移動者","加古郡","","-33","-134","-90","-11","-64","-49","-22","-70","-41"
"日本人移動者","神崎郡","","-40","-115","-39","-17","-47","-8","-23","-68","-31"
"日本人移動者","揖保郡","","-15","-30","-6","-16","-16","-28","1","-14","22"
"日本人移動者","赤穂郡","","-25","-42","-34","-19","-17","-24","-6","-25","-10"
"日本人移動者","佐用郡","","-22","-92","-55","-14","-48","-34","-8","-44","-21"
"日本人移動者","美方郡","","-33","-154","-49","-18","-75","-38","-15","-79","-11"
"日本人移動者","奈良県市部","","322","-1,835","-1,127","130","-1,049","-566","192","-786","-561"
"日本人移動者","奈良県郡部","","-115","-506","-276","-70","-276","-120","-45","-230","-156"
"日本人移動者","奈良市","","126","-501","-268","34","-307","-129","92","-194","-139"
"日本人移動者","大和高田市","","-17","-146","-107","-8","-78","-49","-9","-68","-58"
"日本人移動者","大和郡山市","","-3","-93","-132","-17","-62","-76","14","-31","-56"
"日本人移動者","天理市","","351","-351","-260","196","-165","-132","155","-186","-128"
"日本人移動者","橿原市","","-21","-76","-63","-19","-72","-20","-2","-4","-43"
"日本人移動者","桜井市","","-4","-114","-52","0","-51","-30","-4","-63","-22"
"日本人移動者","五條市","","-26","-95","-83","-16","-43","-34","-10","-52","-49"
"日本人移動者","御所市","","0","-70","-84","7","-45","-43","-7","-25","-41"
"日本人移動者","生駒市","","-22","-208","-99","-11","-121","-53","-11","-87","-46"
"日本人移動者","香芝市","","-8","-37","112","-3","-30","48","-5","-7","64"
"日本人移動者","葛城市","","-13","-40","-4","-11","-32","-4","-2","-8","0"
"日本人移動者","宇陀市","","-41","-104","-87","-22","-43","-44","-19","-61","-43"
"日本人移動者","山辺郡","","-3","-7","-8","1","-3","-7","-4","-4","-1"
"日本人移動者","生駒郡","","-16","-86","-8","-19","-49","12","3","-37","-20"
"日本人移動者","磯城郡","","-25","-70","-25","-16","-32","-2","-9","-38","-23"
"日本人移動者","宇陀郡","","-3","-8","-4","0","-3","1","-3","-5","-5"
"日本人移動者","高市郡","","-8","-22","-27","-3","-14","-14","-5","-8","-13"
"日本人移動者","北葛城郡","","-27","-175","-85","-11","-111","-43","-16","-64","-42"
"日本人移動者","吉野郡","","-33","-138","-119","-22","-64","-67","-11","-74","-52"
"日本人移動者","和歌山県市部","","-369","-1,150","-640","-230","-579","-312","-139","-571","-328"
"日本人移動者","和歌山県郡部","","-262","-547","-149","-146","-237","-92","-116","-310","-57"
"日本人移動者","和歌山市","","-49","-190","-251","-17","-108","-111","-32","-82","-140"
"日本人移動者","海南市","","-35","-92","-59","-25","-44","-40","-10","-48","-19"
"日本人移動者","橋本市","","-60","-154","-107","-39","-82","-50","-21","-72","-57"
"日本人移動者","有田市","","-14","-76","-56","-7","-22","-36","-7","-54","-20"
"日本人移動者","御坊市","","-22","-42","-30","-15","-23","-10","-7","-19","-20"
"日本人移動者","田辺市","","-102","-193","-49","-81","-84","-18","-21","-109","-31"
"日本人移動者","新宮市","","-58","-103","-4","-30","-54","5","-28","-49","-9"
"日本人移動者","紀の川市","","-24","-177","-115","-11","-94","-61","-13","-83","-54"
"日本人移動者","岩出市","","-5","-123","31","-5","-68","9","0","-55","22"
"日本人移動者","海草郡","","-14","-27","-17","-9","-14","-3","-5","-13","-14"
"日本人移動者","伊都郡","","-9","-76","-32","3","-31","-14","-12","-45","-18"
"日本人移動者","有田郡","","-53","-106","-29","-33","-53","-33","-20","-53","4"
"日本人移動者","日高郡","","-52","-176","-54","-30","-83","-19","-22","-93","-35"
"日本人移動者","西牟婁郡","","-63","-85","5","-46","-41","2","-17","-44","3"
"日本人移動者","東牟婁郡","","-71","-77","-22","-31","-15","-25","-40","-62","3"
"日本人移動者","鳥取県市部","","-120","-625","1","-30","-306","-17","-90","-319","18"
"日本人移動者","鳥取県郡部","","-254","-340","-113","-151","-179","-64","-103","-161","-49"
"日本人移動者","鳥取市","","3","-429","-17","29","-230","-57","-26","-199","40"
"日本人移動者","米子市","","-42","-38","91","1","-21","56","-43","-17","35"
"日本人移動者","倉吉市","","-31","-105","-40","-34","-45","3","3","-60","-43"
"日本人移動者","境港市","","-50","-53","-33","-26","-10","-19","-24","-43","-14"
"日本人移動者","岩美郡","","-11","-32","-1","-7","-18","-3","-4","-14","2"
"日本人移動者","八頭郡","","-39","-68","-47","-23","-39","-23","-16","-29","-24"
"日本人移動者","東伯郡","","-121","-137","-25","-78","-65","-22","-43","-72","-3"
"日本人移動者","西伯郡","","-70","-80","-35","-37","-39","-13","-33","-41","-22"
"日本人移動者","日野郡","","-13","-23","-5","-6","-18","-3","-7","-5","-2"
"日本人移動者","島根県市部","","-475","-1,094","-35","-240","-517","-22","-235","-577","-13"
"日本人移動者","島根県郡部","","-87","-198","-11","-27","-75","-14","-60","-123","3"
"日本人移動者","松江市","","58","-367","-37","64","-176","-27","-6","-191","-10"
"日本人移動者","浜田市","","-10","-155","38","13","-90","15","-23","-65","23"
"日本人移動者","出雲市","","-169","-158","40","-108","-91","26","-61","-67","14"
"日本人移動者","益田市","","-132","-107","-6","-74","-33","6","-58","-74","-12"
"日本人移動者","大田市","","-66","-82","-23","-43","-40","-9","-23","-42","-14"
"日本人移動者","安来市","","-66","-58","-28","-43","-27","-19","-23","-31","-9"
"日本人移動者","江津市","","-29","-90","4","-15","-37","0","-14","-53","4"
"日本人移動者","雲南市","","-61","-77","-23","-34","-23","-14","-27","-54","-9"
"日本人移動者","仁多郡","","-10","-78","-22","-2","-50","-10","-8","-28","-12"
"日本人移動者","飯石郡","","-16","-15","2","-11","-12","1","-5","-3","1"
"日本人移動者","邑智郡","","-26","-43","-6","-11","-4","-13","-15","-39","7"
"日本人移動者","鹿足郡","","-45","-32","5","-24","1","6","-21","-33","-1"
"日本人移動者","隠岐郡","","10","-30","10","21","-10","2","-11","-20","8"
"日本人移動者","岡山県市部","","-140","-995","-612","-166","-514","-236","26","-481","-376"
"日本人移動者","岡山県郡部","","-59","-170","-74","-21","-100","-10","-38","-70","-64"
"日本人移動者","岡山市","","42","379","10","-7","83","62","49","296","-52"
"日本人移動者","倉敷市","","22","118","-32","-3","20","-40","25","98","8"
"日本人移動者","津山市","","-65","-179","-40","-48","-62","-10","-17","-117","-30"
"日本人移動者","玉野市","","-11","-62","-108","8","-12","-60","-19","-50","-48"
"日本人移動者","笠岡市","","-39","-160","-50","-16","-59","-23","-23","-101","-27"
"日本人移動者","井原市","","-44","-114","-59","-30","-38","-32","-14","-76","-27"
"日本人移動者","総社市","","32","-101","17","4","-55","22","28","-46","-5"
"日本人移動者","高梁市","","139","-213","-37","84","-104","-14","55","-109","-23"
"日本人移動者","新見市","","-42","-95","-38","-31","-42","-24","-11","-53","-14"
"日本人移動者","備前市","","-25","-83","-101","-13","-31","-58","-12","-52","-43"
"日本人移動者","瀬戸内市","","-26","-87","-22","-25","-49","5","-1","-38","-27"
"日本人移動者","赤磐市","","-52","-101","-45","-43","-43","-18","-9","-58","-27"
"日本人移動者","真庭市","","-16","-145","-53","-11","-61","-25","-5","-84","-28"
"日本人移動者","美作市","","-37","-90","-25","-29","-30","-10","-8","-60","-15"
"日本人移動者","浅口市","","-18","-62","-29","-6","-31","-11","-12","-31","-18"
"日本人移動者","和気郡","","-19","-19","-30","-13","-6","-9","-6","-13","-21"
"日本人移動者","都窪郡","","7","-4","13","5","-7","7","2","3","6"
"日本人移動者","浅口郡","","-3","5","9","-1","3","7","-2","2","2"
"日本人移動者","小田郡","","-7","-50","-11","1","-16","-1","-8","-34","-10"
